code,name,cityCode,provinceCode,name_norm
140926,静乐县,1409,14,静乐县
140927,神池县,1409,14,神池县
140928,五寨县,1409,14,五寨县
140929,岢岚县,1409,14,岢岚县
140930,河曲县,1409,14,河曲县
140931,保德县,1409,14,保德县
140932,偏关县,1409,14,偏关县
140971,五台山风景名胜区,1409,14,五台山风景名胜区
140981,原平市,1409,14,原平市
141002,尧都区,1410,14,尧都区
141021,曲沃县,1410,14,曲沃县
141022,翼城县,1410,14,翼城县
141023,襄汾县,1410,14,襄汾县
141024,洪洞县,1410,14,洪洞县
141025,古县,1410,14,古县
141026,安泽县,1410,14,安泽县
141027,浮山县,1410,14,浮山县
141028,吉县,1410,14,吉县
141029,乡宁县,1410,14,乡宁县
141030,大宁县,1410,14,大宁县
141031,隰县,1410,14,隰县
141032,永和县,1410,14,永和县
141033,蒲县,1410,14,蒲县
141034,汾西县,1410,14,汾西县
141081,侯马市,1410,14,侯马市
141082,霍州市,1410,14,霍州市
141102,离石区,1411,14,离石区
141121,文水县,1411,14,文水县
141122,交城县,1411,14,交城县
141123,兴县,1411,14,兴县
141124,临县,1411,14,临县
141125,柳林县,1411,14,柳林县
141126,石楼县,1411,14,石楼县
141127,岚县,1411,14,岚县
141128,方山县,1411,14,方山县
141129,中阳县,1411,14,中阳县
141130,交口县,1411,14,交口县
141181,孝义市,1411,14,孝义市
141182,汾阳市,1411,14,汾阳市
150102,新城区,1501,15,新城区
150103,回民区,1501,15,回民区
150104,玉泉区,1501,15,玉泉区
150105,赛罕区,1501,15,赛罕区
150121,土默特左旗,1501,15,土默特左旗
150122,托克托县,1501,15,托克托县
150123,和林格尔县,1501,15,和林格尔县
150124,清水河县,1501,15,清水河县
150125,武川县,1501,15,武川县
150171,呼和浩特金海工业园区,1501,15,呼和浩特金海工业园区
150172,呼和浩特经济技术开发区,1501,15,呼和浩特经济技术开发区
150202,东河区,1502,15,东河区
150203,昆都仑区,1502,15,昆都仑区
150204,青山区,1502,15,青山区
150205,石拐区,1502,15,石拐区
150206,白云鄂博矿区,1502,15,白云鄂博矿区
150207,九原区,1502,15,九原区
150221,土默特右旗,1502,15,土默特右旗
150222,固阳县,1502,15,固阳县
150223,达尔罕茂明安联合旗,1502,15,达尔罕茂明安联合旗
150271,包头稀土高新技术产业开发区,1502,15,包头稀土高新技术产业开发区
150302,海勃湾区,1503,15,海勃湾区
150303,海南区,1503,15,海南区
150304,乌达区,1503,15,乌达区
150402,红山区,1504,15,红山区
150403,元宝山区,1504,15,元宝山区
150404,松山区,1504,15,松山区
150421,阿鲁科尔沁旗,1504,15,阿鲁科尔沁旗
150422,巴林左旗,1504,15,巴林左旗
150423,巴林右旗,1504,15,巴林右旗
150424,林西县,1504,15,林西县
150425,克什克腾旗,1504,15,克什克腾旗
150426,翁牛特旗,1504,15,翁牛特旗
150428,喀喇沁旗,1504,15,喀喇沁旗
150429,宁城县,1504,15,宁城县
150430,敖汉旗,1504,15,敖汉旗
150502,科尔沁区,1505,15,科尔沁区
150521,科尔沁左翼中旗,1505,15,科尔沁左翼中旗
150522,科尔沁左翼后旗,1505,15,科尔沁左翼后旗
150523,开鲁县,1505,15,开鲁县
150524,库伦旗,1505,15,库伦旗
150525,奈曼旗,1505,15,奈曼旗
150526,扎鲁特旗,1505,15,扎鲁特旗
150571,通辽经济技术开发区,1505,15,通辽经济技术开发区
150581,霍林郭勒市,1505,15,霍林郭勒市
150602,东胜区,1506,15,东胜区
150603,康巴什区,1506,15,康巴什区
150621,达拉特旗,1506,15,达拉特旗
150622,准格尔旗,1506,15,准格尔旗
150623,鄂托克前旗,1506,15,鄂托克前旗
150624,鄂托克旗,1506,15,鄂托克旗
150625,杭锦旗,1506,15,杭锦旗
150626,乌审旗,1506,15,乌审旗
150627,伊金霍洛旗,1506,15,伊金霍洛旗
150702,海拉尔区,1507,15,海拉尔区
150703,扎赉诺尔区,1507,15,扎赉诺尔区
150721,阿荣旗,1507,15,阿荣旗
150722,莫力达瓦达斡尔族自治旗,1507,15,莫力达瓦达斡尔族自治旗
150723,鄂伦春自治旗,1507,15,鄂伦春自治旗
150724,鄂温克族自治旗,1507,15,鄂温克族自治旗
150725,陈巴尔虎旗,1507,15,陈巴尔虎旗
150726,新巴尔虎左旗,1507,15,新巴尔虎左旗
150727,新巴尔虎右旗,1507,15,新巴尔虎右旗
150781,满洲里市,1507,15,满洲里市
150782,牙克石市,1507,15,牙克石市
150783,扎兰屯市,1507,15,扎兰屯市
150784,额尔古纳市,1507,15,额尔古纳市
150785,根河市,1507,15,根河市
150802,临河区,1508,15,临河区
150821,五原县,1508,15,五原县
150822,磴口县,1508,15,磴口县
150823,乌拉特前旗,1508,15,乌拉特前旗
150824,乌拉特中旗,1508,15,乌拉特中旗
150825,乌拉特后旗,1508,15,乌拉特后旗
150826,杭锦后旗,1508,15,杭锦后旗
150902,集宁区,1509,15,集宁区
150921,卓资县,1509,15,卓资县
150922,化德县,1509,15,化德县
150923,商都县,1509,15,商都县
150924,兴和县,1509,15,兴和县
150925,凉城县,1509,15,凉城县
150926,察哈尔右翼前旗,1509,15,察哈尔右翼前旗
150927,察哈尔右翼中旗,1509,15,察哈尔右翼中旗
150928,察哈尔右翼后旗,1509,15,察哈尔右翼后旗
150929,四子王旗,1509,15,四子王旗
150981,丰镇市,1509,15,丰镇市
152201,乌兰浩特市,1522,15,乌兰浩特市
152202,阿尔山市,1522,15,阿尔山市
152221,科尔沁右翼前旗,1522,15,科尔沁右翼前旗
152222,科尔沁右翼中旗,1522,15,科尔沁右翼中旗
152223,扎赉特旗,1522,15,扎赉特旗
152224,突泉县,1522,15,突泉县
152501,二连浩特市,1525,15,二连浩特市
152502,锡林浩特市,1525,15,锡林浩特市
152522,阿巴嘎旗,1525,15,阿巴嘎旗
152523,苏尼特左旗,1525,15,苏尼特左旗
152524,苏尼特右旗,1525,15,苏尼特右旗
152525,东乌珠穆沁旗,1525,15,东乌珠穆沁旗
152526,西乌珠穆沁旗,1525,15,西乌珠穆沁旗
152527,太仆寺旗,1525,15,太仆寺旗
152528,镶黄旗,1525,15,镶黄旗
152529,正镶白旗,1525,15,正镶白旗
152530,正蓝旗,1525,15,正蓝旗
152531,多伦县,1525,15,多伦县
152571,乌拉盖管委会,1525,15,乌拉盖管
152921,阿拉善左旗,1529,15,阿拉善左旗
152922,阿拉善右旗,1529,15,阿拉善右旗
152923,额济纳旗,1529,15,额济纳旗
152971,内蒙古阿拉善经济开发区,1529,15,内蒙古阿拉善经济开发区
210102,和平区,2101,21,和平区
210103,沈河区,2101,21,沈河区
210104,大东区,2101,21,大东区
210105,皇姑区,2101,21,皇姑区
210106,铁西区,2101,21,铁西区
210111,苏家屯区,2101,21,苏家屯区
210112,浑南区,2101,21,浑南区
210113,沈北新区,2101,21,沈北新区
210114,于洪区,2101,21,于洪区
210115,辽中区,2101,21,辽中区
210123,康平县,2101,21,康平县
210124,法库县,2101,21,法库县
210181,新民市,2101,21,新民市
210202,中山区,2102,21,中山区
210203,西岗区,2102,21,西岗区
210204,沙河口区,2102,21,沙河口区
210211,甘井子区,2102,21,甘井子区
210212,旅顺口区,2102,21,旅顺口区
210213,金州区,2102,21,金州区
210214,普兰店区,2102,21,普兰店区
210224,长海县,2102,21,长海县
210281,瓦房店市,2102,21,瓦房店市
210283,庄河市,2102,21,庄河市
210302,铁东区,2103,21,铁东区
210303,铁西区,2103,21,铁西区
210304,立山区,2103,21,立山区
210311,千山区,2103,21,千山区
210321,台安县,2103,21,台安县
210323,岫岩满族自治县,2103,21,岫岩满族自治县
210381,海城市,2103,21,海城市
210402,新抚区,2104,21,新抚区
210403,东洲区,2104,21,东洲区
210404,望花区,2104,21,望花区
210411,顺城区,2104,21,顺城区
210421,抚顺县,2104,21,抚顺县
210422,新宾满族自治县,2104,21,新宾满族自治县
210423,清原满族自治县,2104,21,清原满族自治县
210502,平山区,2105,21,平山区
210503,溪湖区,2105,21,溪湖区
210504,明山区,2105,21,明山区
210505,南芬区,2105,21,南芬区
210521,本溪满族自治县,2105,21,本溪满族自治县
210522,桓仁满族自治县,2105,21,桓仁满族自治县
210602,元宝区,2106,21,元宝区
210603,振兴区,2106,21,振兴区
210604,振安区,2106,21,振安区
210624,宽甸满族自治县,2106,21,宽甸满族自治县
210681,东港市,2106,21,东港市
210682,凤城市,2106,21,凤城市
210702,古塔区,2107,21,古塔区
210703,凌河区,2107,21,凌河区
210711,太和区,2107,21,太和区
210726,黑山县,2107,21,黑山县
210727,义县,2107,21,义县
210781,凌海市,2107,21,凌海市
210782,北镇市,2107,21,北镇市
210802,站前区,2108,21,站前区
210803,西市区,2108,21,西市区
210804,鲅鱼圈区,2108,21,鲅鱼圈区
210811,老边区,2108,21,老边区
210881,盖州市,2108,21,盖州市
210882,大石桥市,2108,21,大石桥市
210902,海州区,2109,21,海州区
210903,新邱区,2109,21,新邱区
210904,太平区,2109,21,太平区
210905,清河门区,2109,21,清河门区
210911,细河区,2109,21,细河区
210921,阜新蒙古族自治县,2109,21,阜新蒙古族自治县
210922,彰武县,2109,21,彰武县
211002,白塔区,2110,21,白塔区
211003,文圣区,2110,21,文圣区
211004,宏伟区,2110,21,宏伟区
211005,弓长岭区,2110,21,弓长岭区
211011,太子河区,2110,21,太子河区
211021,辽阳县,2110,21,辽阳县
211081,灯塔市,2110,21,灯塔市
211102,双台子区,2111,21,双台子区
211103,兴隆台区,2111,21,兴隆台区
211104,大洼区,2111,21,大洼区
211122,盘山县,2111,21,盘山县
211202,银州区,2112,21,银州区
211204,清河区,2112,21,清河区
211221,铁岭县,2112,21,铁岭县
211223,西丰县,2112,21,西丰县
211224,昌图县,2112,21,昌图县
211281,调兵山市,2112,21,调兵山市
211282,开原市,2112,21,开原市
211302,双塔区,2113,21,双塔区
211303,龙城区,2113,21,龙城区
211321,朝阳县,2113,21,朝阳县
211322,建平县,2113,21,建平县
211324,喀喇沁左翼蒙古族自治县,2113,21,喀喇沁左翼蒙古族自治县
211381,北票市,2113,21,北票市
211382,凌源市,2113,21,凌源市
211402,连山区,2114,21,连山区
211403,龙港区,2114,21,龙港区
211404,南票区,2114,21,南票区
211421,绥中县,2114,21,绥中县
211422,建昌县,2114,21,建昌县
211481,兴城市,2114,21,兴城市
220102,南关区,2201,22,南关区
220103,宽城区,2201,22,宽城区
220104,朝阳区,2201,22,朝阳区
220105,二道区,2201,22,二道区
220106,绿园区,2201,22,绿园区
220112,双阳区,2201,22,双阳区
220113,九台区,2201,22,九台区
220122,农安县,2201,22,农安县
220171,长春经济技术开发区,2201,22,长春经济技术开发区
220172,长春净月高新技术产业开发区,2201,22,长春净月高新技术产业开发区
220173,长春高新技术产业开发区,2201,22,长春高新技术产业开发区
220174,长春汽车经济技术开发区,2201,22,长春汽车经济技术开发区
220182,榆树市,2201,22,榆树市
220183,德惠市,2201,22,德惠市
220202,昌邑区,2202,22,昌邑区
220203,龙潭区,2202,22,龙潭区
220204,船营区,2202,22,船营区
220211,丰满区,2202,22,丰满区
220221,永吉县,2202,22,永吉县
220271,吉林经济开发区,2202,22,吉林经济开发区
220272,吉林高新技术产业开发区,2202,22,吉林高新技术产业开发区
220273,吉林中国新加坡食品区,2202,22,吉林中国新加坡食品区
220281,蛟河市,2202,22,蛟河市
220282,桦甸市,2202,22,桦甸市
220283,舒兰市,2202,22,舒兰市
220284,磐石市,2202,22,磐石市
220302,铁西区,2203,22,铁西区
220303,铁东区,2203,22,铁东区
220322,梨树县,2203,22,梨树县
220323,伊通满族自治县,2203,22,伊通满族自治县
220381,公主岭市,2203,22,公主岭市
220382,双辽市,2203,22,双辽市
220402,龙山区,2204,22,龙山区
220403,西安区,2204,22,西安区
220421,东丰县,2204,22,东丰县
220422,东辽县,2204,22,东辽县
220502,东昌区,2205,22,东昌区
220503,二道江区,2205,22,二道江区
220521,通化县,2205,22,通化县
220523,辉南县,2205,22,辉南县
220524,柳河县,2205,22,柳河县
220581,梅河口市,2205,22,梅河口市
220582,集安市,2205,22,集安市
220602,浑江区,2206,22,浑江区
220605,江源区,2206,22,江源区
220621,抚松县,2206,22,抚松县
220622,靖宇县,2206,22,靖宇县
220623,长白朝鲜族自治县,2206,22,长白朝鲜族自治县
220681,临江市,2206,22,临江市
220702,宁江区,2207,22,宁江区
220721,前郭尔罗斯蒙古族自治县,2207,22,前郭尔罗斯蒙古族自治县
220722,长岭县,2207,22,长岭县
220723,乾安县,2207,22,乾安县
220771,吉林松原经济开发区,2207,22,吉林松原经济开发区
220781,扶余市,2207,22,扶余市
220802,洮北区,2208,22,洮北区
220821,镇赉县,2208,22,镇赉县
220822,通榆县,2208,22,通榆县
220871,吉林白城经济开发区,2208,22,吉林白城经济开发区
220881,洮南市,2208,22,洮南市
220882,大安市,2208,22,大安市
222401,延吉市,2224,22,延吉市
222402,图们市,2224,22,图们市
222403,敦化市,2224,22,敦化市
222404,珲春市,2224,22,珲春市
222405,龙井市,2224,22,龙井市
222406,和龙市,2224,22,和龙市
222424,汪清县,2224,22,汪清县
222426,安图县,2224,22,安图县
230102,道里区,2301,23,道里区
230103,南岗区,2301,23,南岗区
230104,道外区,2301,23,道外区
230108,平房区,2301,23,平房区
230109,松北区,2301,23,松北区
230110,香坊区,2301,23,香坊区
230111,呼兰区,2301,23,呼兰区
230112,阿城区,2301,23,阿城区
230113,双城区,2301,23,双城区
230123,依兰县,2301,23,依兰县
230124,方正县,2301,23,方正县
230125,宾县,2301,23,宾县
230126,巴彦县,2301,23,巴彦县
230127,木兰县,2301,23,木兰县
230128,通河县,2301,23,通河县
230129,延寿县,2301,23,延寿县
230183,尚志市,2301,23,尚志市
230184,五常市,2301,23,五常市
230202,龙沙区,2302,23,龙沙区
230203,建华区,2302,23,建华区
230204,铁锋区,2302,23,铁锋区
230205,昂昂溪区,2302,23,昂昂溪区
230206,富拉尔基区,2302,23,富拉尔基区
230207,碾子山区,2302,23,碾子山区
230208,梅里斯达斡尔族区,2302,23,梅里斯达斡尔族区
230221,龙江县,2302,23,龙江县
230223,依安县,2302,23,依安县
230224,泰来县,2302,23,泰来县
230225,甘南县,2302,23,甘南县
230227,富裕县,2302,23,富裕县
230229,克山县,2302,23,克山县
230230,克东县,2302,23,克东县
230231,拜泉县,2302,23,拜泉县
230281,讷河市,2302,23,讷河市
230302,鸡冠区,2303,23,鸡冠区
230303,恒山区,2303,23,恒山区
230304,滴道区,2303,23,滴道区
230305,梨树区,2303,23,梨树区
230306,城子河区,2303,23,城子河区
230307,麻山区,2303,23,麻山区
230321,鸡东县,2303,23,鸡东县
230381,虎林市,2303,23,虎林市
230382,密山市,2303,23,密山市
230402,向阳区,2304,23,向阳区
230403,工农区,2304,23,工农区
230404,南山区,2304,23,南山区
230405,兴安区,2304,23,兴安区
230406,东山区,2304,23,东山区
230407,兴山区,2304,23,兴山区
230421,萝北县,2304,23,萝北县
230422,绥滨县,2304,23,绥滨县
230502,尖山区,2305,23,尖山区
230503,岭东区,2305,23,岭东区
230505,四方台区,2305,23,四方台区
230506,宝山区,2305,23,宝山区
230521,集贤县,2305,23,集贤县
230522,友谊县,2305,23,友谊县
230523,宝清县,2305,23,宝清县
230524,饶河县,2305,23,饶河县
230602,萨尔图区,2306,23,萨尔图区
230603,龙凤区,2306,23,龙凤区
230604,让胡路区,2306,23,让胡路区
230605,红岗区,2306,23,红岗区
230606,大同区,2306,23,大同区
230621,肇州县,2306,23,肇州县
230622,肇源县,2306,23,肇源县
230623,林甸县,2306,23,林甸县
230624,杜尔伯特蒙古族自治县,2306,23,杜尔伯特蒙古族自治县
230671,大庆高新技术产业开发区,2306,23,大庆高新技术产业开发区
230717,伊美区,2307,23,伊美区
230718,乌翠区,2307,23,乌翠区
230719,友好区,2307,23,友好区
230722,嘉荫县,2307,23,嘉荫县
230723,汤旺县,2307,23,汤旺县
230724,丰林县,2307,23,丰林县
230725,大箐山县,2307,23,大箐山县
230726,南岔县,2307,23,南岔县
230751,金林区,2307,23,金林区
230781,铁力市,2307,23,铁力市
230803,向阳区,2308,23,向阳区
230804,前进区,2308,23,前进区
230805,东风区,2308,23,东风区
230811,郊区,2308,23,郊区
230822,桦南县,2308,23,桦南县
